,rating
8118,4.5
8119,4.0
8120,3.0
8121,4.0
8122,4.0
8123,4.0
8124,3.5
8125,5.0
8126,4.0
8127,4.5
8128,3.5
8129,4.0
8130,4.0
8131,4.0
8132,4.5
8133,4.5
8134,3.5
8135,4.5
8136,4.0
8137,5.0
8138,4.0
8139,5.0
8140,4.0
8141,3.5
8142,4.0
8143,3.5
8144,3.5
8145,4.0
8146,3.5
8147,4.0
8148,4.0
8149,5.0
8150,3.0
8151,3.0
8152,5.0
8153,2.5
8154,3.0
8155,3.0
8156,1.0
8157,4.0
8158,2.0
8159,5.0
8160,5.0
8161,5.0
8162,5.0
8163,3.5
8164,4.0
8165,4.0
8166,4.0
8167,2.5
8168,2.5
8169,3.0
8170,4.0
8171,2.5
8172,2.5
8173,4.0
8174,4.0
8175,4.0
8176,3.0
8177,4.5
8178,4.0
8179,5.0
8180,4.0
8181,4.0
8182,4.0
8183,4.0
8184,3.5
8185,4.0
8186,3.0
8187,4.0
8188,3.0
8189,5.0
8190,4.0
8191,3.0
8192,2.5
8193,5.0
8194,5.0
8195,4.0
8196,5.0
8197,2.5
8198,4.0
8199,4.0
8200,5.0
8201,4.5
8202,4.0
8203,2.5
8204,5.0
8205,4.0
8206,2.5
8207,5.0
8208,2.5
8209,4.0
8210,3.0
8211,5.0
8212,3.0
8213,4.0
8214,5.0
8215,4.0
8216,3.0
8217,3.5
8218,3.5
8219,4.0
8220,3.5
8221,3.5
8222,0.5
8223,2.0
8224,2.5
8225,4.5
8226,4.0
8227,3.0
8228,3.5
8229,5.0
8230,4.0
8231,4.0
8232,4.5
8233,3.5
8234,3.0
8235,5.0
8236,5.0
8237,3.5
8238,5.0
8239,3.0
8240,4.0
8241,2.0
8242,2.0
8243,2.5
8244,4.0
8245,4.0
8246,4.0
8247,2.0
8248,3.0
8249,3.0
8250,1.0
8251,2.5
8252,2.5
8253,4.0
8254,2.0
8255,3.5
8256,2.0
8257,3.5
8258,3.5
8259,2.5
8260,2.5
8261,5.0
8262,3.5
8263,2.5
8264,3.0
8265,3.0
8266,3.5
8267,3.5
8268,3.0
8269,2.5
8270,3.0
8271,2.5
8272,0.5
8273,4.0
8274,3.5
8275,2.5
8276,3.5
8277,3.0
8278,2.0
8279,4.0
8280,4.0
8281,4.0
8282,4.0
8283,4.0
8284,4.0
8285,0.5
8286,2.5
8287,2.5
8288,4.0
8289,4.0
8290,4.0
8291,2.5
8292,5.0
8293,3.0
8294,3.5
8295,1.0
8296,3.5
8297,4.0
8298,5.0
8299,2.0
8300,4.0
8301,4.0
8302,3.5
8303,3.0
8304,2.5
8305,4.0
8306,4.0
8307,2.5
8308,5.0
8309,2.0
8310,2.5
8311,4.5
8312,3.0
8313,2.5
8314,4.0
8315,3.0
8316,5.0
8317,4.0
8318,3.5
8319,4.0
8320,2.5
8321,2.5
8322,5.0
8323,3.5
8324,3.5
8325,5.0
8326,3.0
8327,4.0
8328,4.0
8329,3.0
8330,4.5
8331,5.0
8332,3.5
8333,4.0
8334,2.5
8335,5.0
8336,2.0
8337,3.5
8338,4.0
8339,3.5
8340,4.0
8341,4.0
8342,5.0
8343,5.0
8344,4.0
8345,4.0
8346,3.5
8347,4.0
8348,3.5
8349,4.0
8350,4.0
8351,4.0
8352,4.0
8353,4.0
8354,5.0
8355,2.5
8356,5.0
8357,4.0
8358,3.5
8359,5.0
8360,4.0
8361,4.5
8362,4.0
8363,5.0
8364,3.0
8365,4.0
8366,4.0
8367,3.5
8368,5.0
8369,5.0
8370,0.5
8371,5.0
8372,4.0
8373,4.0
8374,5.0
8375,4.0
8376,3.5
8377,4.5
8378,5.0
8379,5.0
8380,4.5
8381,4.0
8382,0.5
8383,5.0
8384,5.0
8385,4.0
8386,3.5
8387,4.0
8388,5.0
8389,4.0
8390,5.0
8391,4.0
8392,5.0
8393,4.0
8394,3.5
8395,4.5
8396,5.0
8397,3.5
8398,3.5
8399,3.5
8400,4.5
8401,4.0
8402,4.0
8403,3.5
8404,3.0
8405,3.0
8406,4.0
8407,3.0
8408,4.0
8409,4.0
8410,3.0
8411,3.0
8412,2.5
8413,3.5
8414,2.5
8415,3.5
8416,3.0
8417,2.5
8418,3.0
8419,3.5
8420,3.0
8421,3.5
8422,4.0
8423,3.5
8424,5.0
8425,4.5
8426,3.0
8427,3.5
8428,5.0
8429,4.5
8430,3.5
8431,3.5
8432,4.0
8433,2.5
8434,4.0
8435,4.5
8436,4.0
8437,4.0
8438,3.5
8439,2.0
8440,3.0
8441,2.5
8442,3.5
8443,3.5
8444,4.0
8445,3.5
8446,4.0
8447,4.0
8448,5.0
8449,3.5
8450,4.0
8451,4.0
8452,4.0
8453,3.0
8454,4.0
8455,4.0
8456,4.0
8457,5.0
8458,5.0
8459,3.5
8460,4.0
8461,3.5
8462,4.0
8463,4.5
8464,3.5
8465,3.0
8466,4.5
8467,3.5
8468,3.0
8469,5.0
8470,2.5
8471,3.0
8472,3.5
8473,3.0
8474,3.5
8475,5.0
8476,4.0
8477,4.0
8478,1.0
8479,3.5
8480,4.0
8481,4.0
8482,3.0
8483,3.5
8484,3.5
8485,3.5
8486,4.0
8487,4.5
8488,4.0
8489,4.0
8490,5.0
8491,4.5
8492,4.5
8493,5.0
8494,4.5
8495,3.0
8496,3.5
8497,4.0
8498,4.0
8499,4.0
8500,5.0
8501,3.5
8502,4.5
8503,5.0
8504,5.0
8505,4.0
8506,5.0
8507,3.5
8508,5.0
8509,4.0
8510,4.0
8511,5.0
8512,5.0
8513,4.0
8514,4.0
8515,4.0
8516,3.5
8517,5.0
8518,3.5
8519,4.5
8520,4.0
8521,3.5
8522,4.0
8523,3.5
8524,3.0
8525,4.5
8526,4.5
8527,5.0
8528,4.0
8529,4.0
8530,4.5
8531,4.0
8532,5.0
8533,3.5
8534,4.0
8535,3.5
8536,5.0
8537,4.0
8538,3.0
8539,3.0
8540,4.0
8541,4.0
8542,3.5
8543,2.0
8544,2.5
8545,4.0
8546,3.0
8547,3.5
8548,4.0
8549,2.5
8550,2.5
8551,4.5
8552,4.0
8553,3.0
8554,4.5
8555,3.0
8556,4.0
8557,5.0
8558,3.5
8559,4.0
8560,4.0
8561,3.0
8562,3.0
8563,2.5
8564,3.5
8565,4.0
8566,3.0
8567,5.0
8568,2.5
8569,4.0
8570,3.0
8571,4.0
8572,4.5
8573,3.5
8574,4.5
8575,4.5
8576,4.0
8577,3.5
8578,3.5
8579,3.5
8580,4.0
8581,3.5
8582,4.0
8583,4.0
8584,4.0
8585,3.0
8586,3.5
8587,3.5
8588,3.0
8589,4.0
8590,4.0
8591,4.0
8592,3.5
8593,3.5
8594,3.5
8595,4.5
8596,4.0
8597,3.0
8598,5.0
8599,4.0
8600,3.0
8601,3.5
8602,4.5
8603,3.5
8604,4.0
8605,4.0
8606,3.0
8607,3.5
8608,5.0
8609,4.0
8610,3.5
8611,5.0
8612,5.0
8613,2.0
8614,3.0
8615,4.5
8616,3.0
8617,3.5
8618,3.5
8619,4.0
8620,3.0
8621,3.0
8622,3.5
8623,3.5
8624,4.5
8625,4.0
8626,4.0
8627,3.0
8628,3.5
8629,4.5
8630,2.5
8631,3.5
8632,3.0
8633,3.0
8634,3.5
8635,4.0
8636,5.0
8637,4.5
8638,4.0
8639,4.0
8640,5.0
8641,3.5
8642,2.5
8643,4.0
8644,4.5
8645,3.0
8646,3.5
8647,4.5
8648,4.0
8649,3.0
8650,4.0
8651,3.5
8652,3.5
8653,4.0
8654,5.0
8655,3.5
8656,3.5
8657,4.0
8658,3.0
8659,4.0
8660,4.0
8661,4.0
8662,4.0
8663,4.0
8664,3.5
8665,3.5
8666,4.0
8667,3.5
8668,4.5
8669,3.5
8670,2.0
8671,4.0
8672,3.0
8673,0.5
8674,5.0
8675,4.5
8676,4.0
8677,2.0
8678,3.5
8679,4.5
8680,3.5
8681,4.0
8682,3.0
8683,4.5
8684,3.0
8685,4.0
8686,5.0
8687,3.0
8688,4.0
8689,5.0
8690,3.0
8691,3.5
8692,2.5
8693,3.0
8694,3.5
8695,2.5
8696,3.5
8697,3.0
8698,3.5
8699,4.0
8700,3.0
8701,4.0
8702,0.5
8703,4.0
8704,4.5
8705,4.5
8706,4.5
8707,3.5
8708,1.0
8709,2.5
8710,4.0
8711,3.0
8712,5.0
8713,3.0
8714,3.5
8715,4.5
8716,3.5
8717,4.0
8718,3.5
8719,3.0
8720,3.5
8721,3.0
8722,3.0
8723,3.5
8724,2.5
8725,2.5
8726,3.5
8727,3.5
8728,4.5
8729,4.0
8730,3.5
8731,3.0
8732,3.5
8733,2.0
8734,3.0
8735,4.0
8736,3.5
8737,4.0
8738,4.0
8739,3.0
8740,4.0
8741,4.0
8742,4.5
8743,5.0
8744,4.0
8745,3.5
8746,3.5
8747,3.5
8748,3.0
8749,4.0
8750,4.5
8751,3.0
8752,3.5
8753,3.5
8754,4.0
8755,3.5
8756,4.5
8757,3.5
8758,4.0
8759,3.5
8760,3.5
8761,5.0
8762,3.0
8763,4.0
8764,3.5
8765,4.5
8766,3.5
8767,4.5
8768,4.5
8769,4.0
8770,3.5
8771,0.5
8772,5.0
8773,4.0
8774,4.0
8775,2.0
8776,4.0
8777,3.5
8778,4.5
8779,3.5
8780,3.0
8781,3.5
8782,5.0
8783,5.0
8784,4.5
8785,4.0
8786,4.5
8787,4.0
8788,4.0
8789,3.5
8790,3.5
8791,4.0
8792,3.5
8793,3.5
8794,4.0
8795,4.0
8796,3.0
8797,4.5
8798,4.0
8799,4.5
8800,4.0
8801,4.0
8802,3.0
8803,3.0
8804,3.5
8805,4.5
8806,4.5
8807,4.0
8808,3.5
8809,4.0
8810,3.0
8811,3.5
8812,3.5
8813,5.0
8814,4.0
8815,3.5
8816,4.0
8817,4.0
8818,4.0
8819,3.5
8820,4.5
8821,4.0
8822,5.0
8823,5.0
8824,3.0
8825,4.5
8826,3.5
8827,3.5
8828,4.0
8829,3.5
8830,4.5
8831,5.0
8832,3.5
8833,4.0
8834,5.0
8835,4.5
8836,2.5
8837,4.0
8838,3.0
8839,3.5
8840,3.0
8841,4.0
8842,4.0
8843,4.0
8844,4.0
8845,4.0
8846,2.5
8847,4.5
8848,4.0
8849,4.0
8850,3.0
8851,4.0
8852,4.5
8853,4.0
8854,4.5
8855,4.5
8856,4.5
8857,4.0
8858,3.5
8859,4.0
8860,3.5
8861,3.5
8862,4.0
8863,4.0
8864,4.5
8865,3.5
8866,3.5
8867,4.5
8868,5.0
8869,4.5
8870,4.5
8871,4.5
8872,4.5
8873,3.0
8874,4.0
8875,4.5
8876,4.0
8877,3.0
8878,4.5
8879,4.0
8880,4.5
8881,3.0
8882,4.0
8883,4.0
8884,4.0
8885,3.0
8886,4.0
8887,4.0
8888,5.0
8889,4.5
8890,3.5
8891,2.0
8892,4.0
8893,3.5
8894,5.0
8895,3.0
8896,0.5
8897,2.5
8898,3.5
8899,4.0
8900,5.0
8901,4.5
8902,4.0
8903,5.0
8904,5.0
8905,3.5
8906,3.0
8907,3.0
8908,3.0
8909,3.0
8910,2.0
8911,2.5
8912,3.0
8913,4.0
8914,4.5
8915,5.0
8916,5.0
8917,3.5
8918,3.5
8919,3.0
8920,4.0
8921,4.5
8922,4.0
8923,4.0
8924,4.0
8925,3.5
8926,4.0
8927,3.0
8928,3.5
8929,4.0
8930,2.5
8931,4.0
8932,4.0
8933,4.5
8934,4.5
8935,3.5
8936,4.0
8937,4.0
8938,3.0
8939,4.5
8940,3.5
8941,4.0
8942,4.0
8943,3.5
8944,4.5
8945,4.5
8946,4.0
8947,4.0
8948,4.0
8949,3.5
8950,4.0
8951,3.5
8952,4.0
8953,5.0
8954,4.5
8955,4.0
8956,4.0
8957,5.0
8958,4.5
8959,5.0
8960,3.0
8961,3.5
8962,4.0
8963,4.5
8964,5.0
8965,4.5
8966,4.5
8967,4.0
8968,4.0
8969,5.0
8970,4.5
8971,5.0
8972,4.5
8973,4.0
8974,3.5
8975,3.5
8976,5.0
8977,3.0
8978,4.5
8979,5.0
8980,4.0
8981,5.0
8982,4.5
8983,0.5
8984,4.0
8985,3.5
8986,5.0
8987,3.5
8988,4.0
8989,2.5
8990,4.5
8991,4.5
8992,4.5
8993,3.5
8994,4.5
8995,4.0
8996,3.0
8997,4.0
8998,4.5
8999,3.5
9000,3.0
9001,4.5
9002,4.5
9003,4.5
9004,4.5
9005,5.0
9006,5.0
9007,4.0
9008,5.0
9009,4.0
9010,1.0
9011,4.5
9012,3.0
9013,3.5
9014,4.0
9015,5.0
9016,5.0
9017,4.0
9018,4.0
9019,3.5
9020,3.5
9021,3.0
9022,3.0
9023,4.0
9024,4.5
9025,3.0
9026,4.0
9027,4.5
9028,4.0
9029,4.5
9030,3.5
9031,5.0
9032,3.5
9033,3.5
9034,4.0
9035,3.5
9036,3.5
9037,4.0
9038,4.0
9039,4.0
9040,4.0
9041,5.0
9042,5.0
9043,3.5
9044,4.5
9045,2.0
9046,3.0
9047,5.0
9048,4.5
9049,5.0
9050,4.0
9051,4.0
9052,5.0
9053,4.0
9054,4.0
9055,4.0
9056,3.5
9057,3.0
9058,5.0
9059,4.0
9060,4.0
9061,5.0
9062,4.0
9063,3.5
9064,3.5
9065,4.0
9066,3.0
9067,4.0
9068,4.0
9069,4.0
9070,4.5
9071,4.5
9072,4.0
9073,4.0
9074,4.5
9075,4.0
9076,5.0
9077,3.0
9078,4.5
9079,3.5
9080,4.0
9081,4.5
9082,3.5
9083,3.5
9084,4.5
9085,4.5
9086,4.0
9087,4.5
9088,4.0
9089,3.5
9090,4.0
9091,3.5
9092,4.5
9093,4.0
9094,4.0
9095,3.0
9096,4.5
9097,3.0
9098,4.0
9099,4.0
9100,4.0
9101,5.0
9102,3.5
9103,5.0
9104,4.0
9105,4.0
9106,4.0
9107,4.0
9108,4.0
9109,4.0
9110,3.5
9111,3.5
9112,3.5
9113,3.5
9114,4.0
9115,5.0
9116,4.5
9117,4.0
9118,5.0
9119,3.5
9120,4.0
9121,5.0
9122,3.5
9123,5.0
9124,4.0
9125,4.5
9126,4.0
9127,5.0
9128,4.0
9129,5.0
9130,5.0
9131,5.0
9132,5.0
9133,4.0
9134,2.5
9135,3.5
9136,3.5
9137,3.0
9138,4.5
9139,4.0
9140,4.5
9141,4.5
9142,3.5
9143,4.0
9144,5.0
9145,5.0
9146,4.5
9147,4.5
9148,3.5
9149,4.0
9150,5.0
9151,4.5
9152,4.5
9153,4.0
9154,2.0
9155,3.5
9156,4.0
9157,5.0
9158,4.0
9159,2.5
9160,4.5
9161,4.0
9162,4.5
9163,5.0
9164,5.0
9165,3.5
9166,4.5
9167,3.0
9168,4.5
9169,4.0
9170,5.0
9171,4.5
9172,3.0
9173,4.5
9174,4.0
9175,5.0
9176,5.0
9177,4.5
9178,4.5
9179,5.0
9180,4.0
9181,4.0
9182,4.5
9183,4.5
9184,4.5
9185,3.5
9186,4.0
9187,4.5
9188,3.5
9189,5.0
9190,4.0
9191,3.5
9192,4.5
9193,3.0
9194,4.5
9195,4.0
9196,4.5
9197,4.5
9198,3.5
9199,2.0
9200,3.0
9201,4.0
9202,4.0
9203,2.0
9204,4.0
9205,4.5
9206,2.0
9207,5.0
9208,5.0
9209,3.5
9210,4.0
9211,4.0
9212,4.0
9213,4.0
9214,2.5
9215,2.5
9216,2.0
9217,2.0
9218,4.0
9219,2.0
9220,4.5
9221,4.5
9222,3.5
9223,3.5
9224,2.0
9225,1.5
9226,3.5
9227,3.0
9228,3.5
9229,1.0
9230,4.0
9231,3.0
9232,4.0
9233,3.0
9234,3.5
9235,1.5
9236,4.0
9237,3.5
9238,4.5
9239,2.5
9240,3.0
9241,3.5
9242,3.0
9243,3.0
9244,3.0
9245,3.0
9246,2.5
9247,4.5
9248,3.5
9249,3.0
9250,2.5
9251,2.5
9252,2.5
9253,3.0
9254,2.0
9255,3.0
9256,4.0
9257,4.0
9258,3.5
9259,1.0
9260,2.5
9261,2.5
9262,1.5
9263,5.0
9264,2.0
9265,4.0
9266,3.5
9267,2.0
9268,2.5
9269,2.0
9270,3.5
9271,3.5
9272,2.5
9273,3.0
9274,4.0
9275,3.5
9276,3.5
9277,2.5
9278,1.0
9279,3.5
9280,3.0
9281,3.5
9282,1.0
9283,3.5
9284,4.5
9285,3.0
9286,4.0
9287,1.5
9288,3.0
9289,5.0
9290,3.0
9291,3.5
9292,3.5
9293,1.0
9294,2.5
9295,3.0
9296,2.0
9297,3.0
9298,4.5
9299,2.0
9300,3.5
9301,2.0
9302,4.5
9303,2.5
9304,3.5
9305,2.5
9306,3.0
9307,3.0
9308,2.5
9309,4.0
9310,4.0
9311,2.5
9312,3.5
9313,2.0
9314,2.0
9315,3.0
9316,3.0
9317,2.0
9318,2.5
9319,3.5
9320,1.0
9321,2.0
9322,3.5
9323,3.5
9324,4.0
9325,4.0
9326,3.5
9327,3.0
9328,4.5
9329,2.0
9330,4.5
9331,2.5
9332,3.0
9333,3.5
9334,2.5
9335,3.5
9336,4.0
9337,4.0
9338,3.0
9339,3.5
9340,3.0
9341,4.0
9342,2.0
9343,3.0
9344,2.5
9345,2.0
9346,2.5
9347,1.0
9348,3.0
9349,3.0
9350,3.0
9351,3.5
9352,3.5
9353,3.5
9354,4.0
9355,3.5
9356,2.5
9357,4.5
9358,3.0
9359,5.0
9360,3.0
9361,1.5
9362,4.0
9363,2.5
9364,3.0
9365,2.0
9366,2.5
9367,3.5
9368,2.5
9369,3.0
9370,2.5
9371,2.5
9372,2.0
9373,2.5
9374,2.0
9375,3.0
9376,3.5
9377,3.5
9378,2.0
9379,0.5
9380,3.5
9381,3.5
9382,2.5
9383,1.5
9384,3.5
9385,2.5
9386,3.5
9387,2.0
9388,3.5
9389,3.0
9390,3.5
9391,3.0
9392,5.0
9393,5.0
9394,2.5
9395,3.0
9396,3.0
9397,3.0
9398,5.0
9399,3.5
9400,2.0
9401,2.5
9402,4.5
9403,3.0
9404,3.0
9405,2.5
9406,2.0
9407,3.5
9408,4.0
9409,1.0
9410,3.5
9411,2.5
9412,2.0
9413,3.0
9414,2.5
9415,3.5
9416,4.0
9417,3.5
9418,2.5
9419,5.0
9420,2.5
9421,3.0
9422,3.0
9423,3.0
9424,3.0
9425,2.5
9426,2.5
9427,3.5
9428,2.5
9429,3.5
9430,2.5
9431,3.5
9432,2.5
9433,4.5
9434,2.5
9435,5.0
9436,2.5
9437,1.5
9438,3.0
9439,3.0
9440,3.5
9441,3.5
9442,3.0
9443,4.0
9444,3.5
9445,2.5
9446,2.5
9447,3.5
9448,3.0
9449,4.0
9450,3.0
9451,2.0
9452,3.5
9453,3.0
9454,3.5
9455,3.0
9456,3.0
9457,2.5
9458,3.5
9459,3.5
9460,3.0
9461,2.0
9462,3.0
9463,3.0
9464,3.0
9465,2.5
9466,3.5
9467,3.0
9468,3.0
9469,2.0
9470,3.0
9471,4.0
9472,4.0
9473,2.5
9474,3.0
9475,3.5
9476,3.0
9477,3.5
9478,2.0
9479,3.0
9480,4.5
9481,3.0
9482,2.5
9483,3.5
9484,4.5
9485,2.0
9486,2.5
9487,3.0
9488,4.0
9489,3.0
9490,0.5
9491,4.0
9492,3.0
9493,4.0
9494,4.0
9495,4.0
9496,3.0
9497,3.0
9498,4.0
9499,3.0
9500,3.5
9501,3.5
9502,2.5
9503,3.0
9504,2.0
9505,2.5
9506,2.5
9507,2.0
9508,4.0
9509,4.0
9510,3.0
9511,3.0
9512,3.0
9513,3.5
9514,4.0
9515,3.5
9516,2.5
9517,2.5
9518,3.0
9519,3.0
9520,2.5
9521,1.5
9522,3.5
9523,3.0
9524,3.0
9525,2.0
9526,3.0
9527,4.0
9528,1.0
9529,1.0
9530,3.0
9531,3.5
9532,4.0
9533,3.0
9534,1.0
9535,3.0
9536,3.0
9537,3.0
9538,5.0
9539,3.0
9540,3.0
9541,3.5
9542,3.5
9543,3.0
9544,3.0
9545,3.0
9546,3.0
9547,3.5
9548,4.0
9549,3.5
9550,4.5
9551,4.0
9552,3.0
9553,2.5
9554,2.5
9555,4.0
9556,3.0
9557,2.5
9558,2.0
9559,3.5
9560,2.5
9561,0.5
9562,3.5
9563,2.0
9564,2.0
9565,5.0
9566,4.0
9567,2.5
9568,3.5
9569,3.0
9570,3.0
9571,3.0
9572,3.5
9573,3.0
9574,3.0
9575,2.5
9576,3.5
9577,3.0
9578,3.0
9579,3.5
9580,3.0
9581,3.0
9582,2.0
9583,1.5
9584,3.5
9585,3.5
9586,4.0
9587,3.0
9588,3.0
9589,3.0
9590,3.0
9591,2.0
9592,3.5
9593,3.5
9594,3.0
9595,3.5
9596,3.5
9597,3.0
9598,3.5
9599,3.0
9600,4.5
9601,3.0
9602,3.0
9603,5.0
9604,2.0
9605,4.0
9606,1.0
9607,2.5
9608,2.5
9609,4.5
9610,4.5
9611,3.5
9612,1.5
9613,3.5
9614,2.5
9615,3.0
9616,4.0
9617,3.0
9618,3.5
9619,1.5
9620,2.0
9621,3.0
9622,3.5
9623,4.0
9624,3.5
9625,0.5
9626,2.0
9627,3.0
9628,4.0
9629,2.5
9630,1.0
9631,3.0
9632,2.0
9633,3.0
9634,3.0
9635,3.5
9636,2.5
9637,3.0
9638,2.5
9639,4.5
9640,3.0
9641,3.0
9642,2.0
9643,3.5
9644,3.5
9645,2.0
9646,3.5
9647,5.0
9648,3.5
9649,3.5
9650,3.0
9651,1.0
9652,3.5
9653,2.0
9654,4.0
9655,3.5
9656,4.0
9657,3.5
9658,3.5
9659,0.5
9660,2.5
9661,3.0
9662,4.5
9663,4.0
9664,2.0
9665,4.5
9666,4.0
9667,3.5
9668,3.0
9669,3.0
9670,3.5
9671,1.5
9672,3.5
9673,3.0
9674,3.5
9675,4.0
9676,3.0
9677,3.0
9678,3.0
9679,3.0
9680,3.5
9681,2.0
9682,2.5
9683,3.5
9684,2.0
9685,3.0
9686,2.5
9687,3.0
9688,2.5
9689,3.0
9690,2.5
9691,3.5
9692,4.5
9693,4.5
9694,4.0
9695,3.5
9696,2.5
9697,3.0
9698,4.0
9699,2.0
9700,3.5
9701,2.0
9702,4.0
9703,2.5
9704,3.5
9705,3.5
9706,3.0
9707,3.0
9708,3.0
9709,3.5
9710,4.0
9711,4.0
9712,2.5
9713,2.5
9714,1.5
9715,2.0
9716,3.5
9717,2.0
9718,4.0
9719,3.0
9720,3.5
9721,2.5
9722,3.0
9723,4.0
9724,4.0
9725,2.0
9726,3.5
9727,3.5
9728,3.0
9729,4.0
9730,0.5
9731,3.5
9732,4.5
9733,4.0
9734,2.0
9735,3.0
9736,3.5
9737,3.5
9738,4.0
9739,3.0
9740,2.5
9741,2.5
9742,3.5
9743,3.0
9744,2.5
9745,2.0
9746,3.0
9747,3.0
9748,3.0
9749,4.0
9750,1.0
9751,4.0
9752,4.5
9753,4.0
9754,2.0
9755,3.5
9756,3.0
9757,3.0
9758,3.0
9759,3.0
9760,2.0
9761,4.5
9762,3.5
9763,4.5
9764,4.0
9765,4.0
9766,3.0
9767,3.0
9768,3.0
9769,3.0
9770,3.0
9771,2.5
9772,4.0
9773,3.5
9774,3.0
9775,4.0
9776,4.0
9777,4.5
9778,4.0
9779,2.0
9780,4.0
9781,3.5
9782,2.5
9783,3.0
9784,3.5
9785,2.0
9786,4.0
9787,2.0
9788,2.0
9789,2.0
9790,2.0
9791,3.0
9792,2.0
9793,3.5
9794,2.5
9795,4.0
9796,4.0
9797,4.0
9798,5.0
9799,3.5
9800,4.0
9801,5.0
9802,1.5
9803,2.5
9804,3.5
9805,3.5
9806,3.5
9807,3.5
9808,3.0
9809,3.5
9810,3.0
9811,3.0
9812,3.5
9813,3.0
9814,2.0
9815,3.5
9816,2.0
9817,4.0
9818,4.0
9819,2.5
9820,3.5
9821,2.5
9822,2.5
9823,3.5
9824,3.5
9825,2.0
9826,2.5
9827,2.0
9828,3.5
9829,3.0
9830,2.5
9831,2.0
9832,4.5
9833,3.0
9834,3.0
9835,4.5
9836,4.0
9837,3.0
9838,2.5
9839,2.5
9840,2.5
9841,4.5
9842,2.5
9843,3.0
9844,3.5
9845,3.0
9846,3.5
9847,2.5
9848,4.5
9849,3.5
9850,4.0
9851,4.0
9852,4.5
9853,2.5
9854,1.0
9855,3.5
9856,4.0
9857,3.5
9858,4.0
9859,3.5
9860,2.0
9861,2.0
9862,3.5
9863,3.5
9864,2.5
9865,4.0
9866,3.0
9867,4.5
9868,3.0
9869,3.5
9870,4.5
9871,4.5
9872,4.5
9873,3.0
9874,2.0
9875,2.5
9876,3.5
9877,3.0
9878,3.0
9879,4.0
9880,4.0
9881,3.5
9882,3.5
9883,2.5
9884,3.5
9885,3.0
9886,2.5
9887,3.5
9888,4.0
9889,5.0
9890,3.5
9891,3.5
9892,4.0
9893,3.5
9894,3.5
9895,3.5
9896,4.0
9897,5.0
9898,2.0
9899,4.5
9900,3.5
9901,2.0
9902,2.5
9903,2.0
9904,2.0
9905,3.5
9906,2.5
9907,4.5
9908,4.0
9909,3.5
9910,4.5
9911,3.0
9912,4.5
9913,2.0
9914,2.5
9915,2.5
9916,3.0
9917,5.0
9918,3.0
9919,3.0
9920,3.0
9921,2.0
9922,3.5
9923,3.0
9924,5.0
9925,3.0
9926,3.5
9927,1.5
9928,4.5
9929,2.0
9930,2.5
9931,3.0
9932,3.5
9933,1.0
9934,3.5
9935,3.5
9936,3.5
9937,4.5
9938,4.5
9939,2.5
9940,3.5
9941,2.0
9942,3.5
9943,4.5
9944,3.0
9945,4.5
9946,2.5
9947,3.5
9948,2.0
9949,2.5
9950,4.0
9951,2.5
9952,3.0
9953,4.5
9954,4.0
9955,4.5
9956,4.5
9957,3.5
9958,3.0
9959,4.0
9960,3.5
9961,3.0
9962,4.0
9963,3.5
9964,4.0
9965,4.5
9966,3.5
9967,3.5
9968,5.0
9969,2.5
9970,3.0
9971,4.5
9972,4.0
9973,2.5
9974,3.0
9975,3.0
9976,3.5
9977,4.5
9978,4.5
9979,3.0
9980,3.5
9981,2.5
9982,3.5
9983,4.5
9984,2.5
9985,4.0
9986,2.5
9987,3.0
9988,4.5
9989,4.0
9990,2.0
9991,2.5
9992,1.0
9993,2.0
9994,3.0
9995,3.0
9996,3.5
9997,3.5
9998,5.0
9999,3.0
10000,4.0
10001,3.0
10002,4.5
10003,3.0
10004,3.5
10005,4.0
10006,4.0
10007,3.0
10008,4.0
10009,3.0
10010,3.5
10011,1.0
10012,3.0
10013,3.5
10014,2.5
10015,1.0
10016,3.0
10017,3.5
10018,4.5
10019,4.5
10020,3.5
10021,2.5
10022,5.0
10023,4.0
10024,3.0
10025,3.0
10026,3.5
10027,3.0
10028,3.5
10029,1.5
10030,2.5
10031,2.5
10032,2.0
10033,3.5
10034,4.0
10035,5.0
10036,4.5
10037,4.0
10038,4.5
10039,3.5
10040,2.5
10041,3.0
10042,3.5
10043,2.0
10044,4.0
10045,2.0
10046,4.0
10047,3.5
10048,5.0
10049,3.0
10050,3.0
10051,4.5
10052,4.5
10053,3.5
10054,3.0
10055,3.5
10056,3.0
10057,3.0
10058,3.5
10059,3.0
10060,5.0
10061,4.0
10062,4.0
10063,4.0
10064,4.0
10065,2.0
10066,4.5
10067,2.0
10068,3.5
10069,4.5
10070,4.5
10071,4.5
10072,2.5
10073,3.5
10074,4.5
10075,3.0
10076,3.5
10077,3.5
10078,3.5
10079,3.0
10080,3.0
10081,4.0
10082,2.0
10083,3.0
10084,4.5
10085,3.0
10086,4.5
10087,2.0
10088,2.0
10089,1.0
10090,3.5
10091,4.0
10092,3.5
10093,3.5
10094,5.0
10095,3.0
10096,4.0
10097,3.0
10098,3.0
10099,2.5
10100,4.0
10101,3.0
10102,4.5
10103,4.0
10104,3.5
10105,4.0
10106,3.0
10107,4.0
10108,3.0
10109,3.0
10110,3.5
10111,4.5
10112,2.0
10113,4.5
10114,3.0
10115,4.0
10116,5.0
